PCAT;PCAT_CL;PCAT_EE;PCAST;PCAST_CL;PCAST_EE;PANG;PANG_CO;PANG_CE;PANG_EE;PCAT_CO;PCAST_CO;GENERE;MES_NAIXEMENT;ANY_NAIXEMENT;AREA_TERRITORIAL;NATURALESA;HÀBITAT
75,51;70,45;72,22;71,31;68,18;77,78;79,17;71,43;83,33;83,33;100;66,67;H;10;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
57,65;63,64;50;51,62;45,45;44,44;59,17;57,14;58,33;66,67;55,56;88,89;H;5;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
80,35;81,82;88,89;65,83;50;83,33;60,42;35,71;70,83;83,33;55,56;77,78;D;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
70,08;81,82;50;66,87;68,18;55,56;65,83;78,57;66,67;33,33;77,78;88,89;H;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
78,51;90,91;61,11;73,64;77,27;66,67;70,42;85,71;70,83;33,33;77,78;77,78;H;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
72,3;81,82;61,11;72,98;68,18;77,78;73,75;42,86;87,5;100;66,67;77,78;D;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
54,6;63,64;55,56;55,43;63,64;38,89;54,58;57,14;54,17;50;22,22;66,67;H;10;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
89,62;90,91;83,33;72,98;68,18;77,78;83,75;85,71;87,5;66,67;100;77,78;D;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
63,86;72,73;50;62,88;59,09;66,67;77,5;78,57;75;83,33;66,67;66,67;H;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
85,25;97,73;61,11;86,57;90,91;88,89;90,83;85,71;91,67;100;100;66,67;H;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
84,07;90,91;72,22;77,2;72,73;83,33;70;50;75;100;88,89;77,78;H;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
30,71;38,64;27,78;29,62;40,91;16,67;39,58;64,29;29,17;16,67;11,11;22,22;D;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
83,41;81,82;83,33;85,96;86,36;88,89;91,25;100;87,5;83,33;88,89;77,78;H;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
75,96;86,36;55,56;84,07;90,91;72,22;82,5;92,86;75;83,33;88,89;88,89;D;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
90,23;95,45;83,33;91,89;95,45;83,33;87,92;78,57;95,83;83,33;88,89;100;H;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
88,76;88,64;88,89;83,46;86,36;72,22;77,5;71,43;75;100;88,89;100;D;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
75,86;77,27;77,78;81,26;88,64;72,22;87,08;100;79,17;83,33;66,67;77,78;H;12;2008;Consorci d'Educació de Barcelona;Privada;Més de 100000
79,52;81,82;72,22;89,9;90,91;88,89;77,08;71,43;79,17;83,33;88,89;88,89;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
74,65;68,18;77,78;76,97;77,27;66,67;72,08;100;54,17;66,67;88,89;100;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
64,6;63,64;55,56;78,18;86,36;66,67;59,17;71,43;58,33;33,33;88,89;77,78;H;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
80,38;84,09;66,67;81,84;90,91;61,11;87,08;92,86;79,17;100;100;100;D;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
96,11;100;88,89;87,95;90,91;83,33;100;100;100;100;100;88,89;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
91,57;90,91;88,89;91,89;95,45;83,33;90,83;85,71;91,67;100;100;100;H;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
74,77;79,55;66,67;72,75;72,73;61,11;74,17;64,29;83,33;66,67;77,78;100;H;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
88,01;95,45;72,22;89,95;95,45;77,78;81,25;78,57;87,5;66,67;100;100;H;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
80,38;84,09;66,67;81,79;86,36;72,22;72,92;92,86;70,83;33,33;100;88,89;H;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
74,82;84,09;55,56;80,86;77,27;77,78;92,5;85,71;100;83,33;88,89;100;H;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
78,91;77,27;72,22;92,17;95,45;88,89;95,42;92,86;95,83;100;100;88,89;H;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
69,95;70,45;61,11;77,85;81,82;72,22;68,75;71,43;62,5;83,33;88,89;77,78;H;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
84,55;84,09;83,33;81,19;81,82;72,22;79,58;78,57;79,17;83,33;88,89;100;H;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
81,26;88,64;72,22;;;;62,92;50;70,83;66,67;77,78;;H;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
70,88;79,55;55,56;80,45;90,91;66,67;62,5;64,29;50;100;77,78;77,78;H;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
84,07;90,91;72,22;87,63;86,36;88,89;87,92;92,86;95,83;50;88,89;88,89;D;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
57,12;65,91;50;64,87;63,64;61,11;77,5;92,86;75;50;44,44;77,78;D;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
76,97;77,27;66,67;85,35;81,82;88,89;92,5;78,57;100;100;100;88,89;H;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
89,42;97,73;77,78;91,89;95,45;83,33;95,42;100;95,83;83,33;88,89;100;D;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
85,2;93,18;72,22;82,4;90,91;72,22;77,08;64,29;79,17;100;88,89;77,78;H;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
74,17;75;66,67;79,19;77,27;77,78;65,83;50;66,67;100;88,89;88,89;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
93,84;95,45;88,89;85,4;86,36;77,78;85,42;92,86;95,83;33,33;100;100;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
82,12;90,91;66,67;79,24;81,82;66,67;100;100;100;100;88,89;100;H;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
75,58;77,27;72,22;71,04;68,18;72,22;62,08;57,14;54,17;100;77,78;77,78;H;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
86,01;90,91;77,78;92,12;90,91;100;93,33;92,86;91,67;100;88,89;77,78;D;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
59,92;68,18;50;57,63;61,36;38,89;42,92;35,71;45,83;50;55,56;88,89;H;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
77,3;81,82;61,11;97,73;95,45;100;90,42;100;95,83;50;100;100;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
68,41;81,82;50;59,92;68,18;50;50;57,14;50;33,33;66,67;55,56;D;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
73,31;72,73;72,22;66,41;77,27;55,56;74,58;71,43;79,17;66,67;77,78;55,56;H;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
86,34;95,45;72,22;93,84;95,45;88,89;93,33;100;91,67;83,33;88,89;100;D;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
89,42;97,73;77,78;87,68;90,91;77,78;97,92;100;95,83;100;88,89;100;H;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
91,89;95,45;83,33;86,01;90,91;77,78;97,92;100;95,83;100;100;88,89;D;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
79,85;86,36;66,67;89,57;86,36;94,44;80,42;85,71;70,83;100;88,89;88,89;H;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
73,21;88,64;44,44;57,1;63,64;38,89;58,75;71,43;62,5;16,67;88,89;77,78;H;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
90,56;100;77,78;87,02;81,82;88,89;77,5;78,57;75;83,33;88,89;100;D;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
83,79;90,91;66,67;86,01;90,91;77,78;88,33;92,86;91,67;66,67;100;88,89;D;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
87,35;86,36;83,33;91,84;90,91;94,44;93,33;92,86;91,67;100;100;88,89;D;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
80,51;95,45;55,56;82,12;90,91;66,67;77,92;92,86;70,83;66,67;88,89;88,89;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
83,79;90,91;66,67;84,02;86,36;83,33;85,83;92,86;91,67;50;100;77,78;H;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
82,68;90,91;77,78;85,35;81,82;88,89;51,67;42,86;58,33;50;66,67;88,89;H;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
80,71;88,64;61,11;83,46;86,36;72,22;87,92;92,86;95,83;50;100;100;H;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
86,01;90,91;77,78;72,98;68,18;77,78;67,5;57,14;75;66,67;88,89;77,78;H;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
69,8;81,82;44,44;;;;50,83;42,86;66,67;16,67;88,89;;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
39,9;40,91;22,22;46,67;50;33,33;26,67;21,43;33,33;16,67;77,78;66,67;H;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
86,01;90,91;77,78;77,6;84,09;77,78;81,25;78,57;87,5;66,67;88,89;55,56;H;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
56,99;54,55;61,11;60,05;54,55;55,56;45;35,71;50;50;55,56;88,89;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
72,02;81,82;55,56;66,09;72,73;61,11;73,75;42,86;87,5;100;77,78;55,56;H;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
54,87;63,64;27,78;59,92;68,18;50;44,58;50;54,17;0;88,89;55,56;H;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
82,35;86,36;83,33;84,62;90,91;83,33;70,83;71,43;66,67;83,33;66,67;66,67;D;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
98,06;100;94,44;96,06;95,45;100;97,92;100;95,83;100;100;88,89;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
90,28;100;72,22;93,79;90,91;100;100;100;100;100;100;88,89;D;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
92,17;95,45;88,89;91,57;90,91;88,89;95,42;92,86;95,83;100;88,89;100;D;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
94,17;100;83,33;95,78;95,45;94,44;95;85,71;100;100;100;100;H;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
85,4;86,36;77,78;91,24;86,36;94,44;86,25;78,57;87,5;100;100;100;H;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
79,65;93,18;61,11;78,59;72,73;77,78;72,5;71,43;75;66,67;77,78;100;D;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
82,68;90,91;77,78;89,29;86,36;88,89;79,17;71,43;83,33;83,33;66,67;100;H;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
91,57;90,91;88,89;89,9;90,91;88,89;97,5;100;100;83,33;100;88,89;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
93,03;97,73;83,33;93,51;90,91;94,44;95,83;100;91,67;100;100;100;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
85,73;90,91;72,22;83,69;81,82;88,89;81,25;78,57;87,5;66,67;100;77,78;H;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
81,46;81,82;77,78;91,84;90,91;94,44;88,33;78,57;91,67;100;88,89;88,89;D;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
;;;69,02;86,36;50;;;;;;55,56;H;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
88,61;100;72,22;72,4;90,91;38,89;100;100;100;100;88,89;88,89;H;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
65,3;77,27;33,33;58,03;72,73;33,33;51,25;50;62,5;16,67;100;66,67;H;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
76,24;86,36;61,11;76,87;68,18;88,89;47,08;35,71;54,17;50;77,78;77,78;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
82,32;84,09;72,22;81,19;81,82;72,22;81,25;78,57;87,5;66,67;100;100;D;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
54,44;50;55,56;57,5;50;50;44,17;42,86;58,33;0;66,67;100;H;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
82,73;95,45;66,67;93,18;86,36;100;95;92,86;100;83,33;77,78;100;D;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
74,62;90,91;50;74,62;90,91;50;42,08;42,86;54,17;0;77,78;77,78;H;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
73,36;77,27;61,11;75,91;81,82;66,67;42,08;28,57;54,17;33,33;88,89;77,78;H;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
79,85;86,36;66,67;81,84;90,91;61,11;81,25;92,86;87,5;33,33;88,89;100;H;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
73,81;93,18;44,44;69,95;70,45;61,11;71,67;57,14;83,33;66,67;77,78;88,89;D;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
79,57;86,36;61,11;79,8;81,82;77,78;88,75;85,71;87,5;100;100;77,78;D;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
89,29;86,36;88,89;83,74;86,36;77,78;95,42;92,86;95,83;100;100;88,89;D;12;2008;Consorci d'Educació de Barcelona;Pública;Més de 100000
;;;45,73;40,91;38,89;;;;;;77,78;D;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
42,25;52,27;22,22;36,57;40,91;22,22;36,25;35,71;37,5;33,33;55,56;55,56;D;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
73,08;77,27;55,56;63,26;68,18;50;72,92;71,43;70,83;83,33;100;77,78;H;5;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
78,84;95,45;55,56;67,75;72,73;61,11;81,67;85,71;83,33;66,67;77,78;66,67;H;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
84,6;88,64;72,22;81,79;86,36;72,22;79,17;71,43;83,33;83,33;100;88,89;D;6;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
;;;69,8;81,82;44,44;;;;;;88,89;H;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
73,69;81,82;55,56;73,96;81,82;61,11;100;100;100;100;88,89;77,78;D;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
;;;55,33;54,55;61,11;;;;;;44,44;D;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
82,12;90,91;66,67;86,82;88,64;83,33;40,42;35,71;45,83;33,33;88,89;88,89;H;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
54,77;54,55;50;53,23;40,91;55,56;40,83;42,86;41,67;33,33;66,67;88,89;D;12;2008;Consorci d'Educació de Barcelona;Pública;Més de 100000
63,26;68,18;50;74,97;72,73;72,22;62,92;57,14;70,83;50;77,78;88,89;H;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
32,3;31,82;27,78;32,02;31,82;22,22;38,33;42,86;41,67;16,67;44,44;55,56;D;5;2008;Consorci d'Educació de Barcelona;Pública;Més de 100000
85,08;81,82;83,33;82,88;84,09;83,33;85;92,86;75;100;100;77,78;D;2;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
70,28;75;55,56;62,32;59,09;55,56;52,08;57,14;54,17;33,33;88,89;88,89;H;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
57,6;59,09;61,11;53,03;72,73;33,33;45;28,57;50;66,67;44,44;33,33;H;5;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
65,2;68,18;55,56;49,07;40,91;38,89;77,5;92,86;75;50;77,78;100;H;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
51,69;52,27;44,44;51,77;59,09;44,44;42,08;50;29,17;66,67;66,67;44,44;D;10;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
80,68;86,36;83,33;69,09;68,18;66,67;93,33;92,86;91,67;100;55,56;77,78;H;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
73,16;84,09;55,56;61,82;63,64;66,67;30;14,29;50;0;77,78;44,44;H;2;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
94,44;100;88,89;94,12;95,45;94,44;97,5;100;100;83,33;88,89;88,89;D;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
68,43;59,09;77,78;54,44;50;55,56;90,83;92,86;91,67;83,33;77,78;66,67;H;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
71,01;90,91;44,44;64,27;59,09;61,11;50,42;57,14;45,83;50;66,67;88,89;H;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
81,99;79,55;77,78;77,85;81,82;72,22;65,42;64,29;70,83;50;100;77,78;D;7;2008;Consorci d'Educació de Barcelona;Pública;Més de 100000
60,78;70,45;44,44;55,71;63,64;44,44;46,25;21,43;62,5;50;66,67;55,56;D;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
;;;;;;52,92;50;70,83;0;;;H;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
50,56;50;44,44;50,56;50;44,44;34,17;42,86;33,33;16,67;66,67;66,67;D;9;2008;Consorci d'Educació de Barcelona;Pública;Més de 100000
86,01;90,91;77,78;69,09;68,18;66,67;100;100;100;100;88,89;77,78;H;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
68,16;59,09;72,22;48,56;45,45;50;70,42;64,29;70,83;83,33;88,89;55,56;D;5;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
68,46;86,36;38,89;51,26;63,64;22,22;57,08;64,29;54,17;50;77,78;77,78;H;5;2008;Consorci d'Educació de Barcelona;Pública;Més de 100000
79,24;81,82;66,67;85,96;86,36;88,89;50;57,14;50;33,33;100;77,78;H;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
;;;;;;88,75;92,86;87,5;83,33;;;D;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
100;100;100;89,29;86,36;88,89;100;100;100;100;100;100;H;12;2008;Consorci d'Educació de Barcelona;Pública;Més de 100000
60,33;54,55;61,11;65,43;63,64;72,22;54,58;50;54,17;66,67;77,78;55,56;D;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
50,08;56,82;33,33;45,15;38,64;50;93,33;92,86;91,67;100;66,67;55,56;D;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
73,64;77,27;66,67;68,81;68,18;61,11;80,42;92,86;70,83;83,33;77,78;88,89;H;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
71,74;81,82;50;76,57;90,91;55,56;88,33;85,71;91,67;83,33;88,89;77,78;H;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
50,56;50;44,44;48,94;54,55;33,33;40,83;42,86;41,67;33,33;66,67;66,67;D;2;2008;Consorci d'Educació de Barcelona;Pública;Més de 100000
54,37;43,18;55,56;62,93;63,64;55,56;61,25;57,14;62,5;66,67;88,89;77,78;D;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
50,45;40,91;66,67;53,79;40,91;66,67;51,67;50;58,33;33,33;44,44;66,67;D;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
65,83;75;66,67;49,44;50;55,56;90,83;85,71;91,67;100;33,33;33,33;D;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
54,87;63,64;27,78;45,98;63,64;16,67;39,17;42,86;33,33;50;88,89;55,56;H;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
82,73;95,45;66,67;78,41;81,82;83,33;61,67;64,29;58,33;66,67;77,78;55,56;D;12;2008;Consorci d'Educació de Barcelona;Pública;Més de 100000
34,62;40,91;16,67;54,7;72,73;33,33;42,92;50;45,83;16,67;55,56;44,44;H;10;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
55,48;68,18;27,78;62,12;65,91;50;83,33;71,43;91,67;83,33;77,78;77,78;H;6;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
18,91;27,27;5,56;8,94;4,55;0;10;28,57;0;0;22,22;44,44;H;2;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
46,99;54,55;27,78;34,02;36,36;16,67;40,83;57,14;41,67;0;66,67;66,67;H;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
63,86;72,73;50;69,92;68,18;83,33;62,5;50;75;50;66,67;44,44;H;5;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
32,05;34,09;33,33;58,33;50;66,67;32,08;28,57;29,17;50;22,22;66,67;D;6;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
54,82;59,09;38,89;52,25;52,27;55,56;49,58;42,86;54,17;50;77,78;44,44;H;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
50,83;50;50;56,72;54,55;55,56;43,33;42,86;41,67;50;55,56;66,67;D;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
72,35;86,36;50;71,36;72,73;66,67;65;57,14;75;50;77,78;77,78;H;6;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
86,94;100;72,22;83,96;81,82;94,44;72,92;71,43;70,83;83,33;77,78;66,67;D;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
74,29;86,36;55,56;74,57;86,36;61,11;76,25;64,29;87,5;66,67;77,78;66,67;H;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
91,89;95,45;83,33;82,95;90,91;83,33;79,58;78,57;79,17;83,33;100;55,56;D;6;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
52,75;72,73;27,78;59,37;68,18;38,89;58,33;42,86;66,67;66,67;44,44;77,78;H;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
26,46;31,82;11,11;;;;37,08;50;29,17;33,33;44,44;;D;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
31,57;40,91;22,22;26,34;20,45;22,22;88,33;92,86;91,67;66,67;22,22;55,56;D;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
55,48;68,18;27,78;56,31;68,18;44,44;43,33;50;41,67;33,33;77,78;44,44;H;8;2008;Consorci d'Educació de Barcelona;Pública;Més de 100000
48,94;54,55;33,33;50,51;45,45;55,56;64,17;71,43;58,33;66,67;66,67;55,56;D;12;2008;Consorci d'Educació de Barcelona;Pública;Més de 100000
79,24;81,82;66,67;78,86;72,73;83,33;77,92;85,71;70,83;83,33;100;88,89;D;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
72,02;81,82;55,56;73,31;72,73;72,22;97,92;100;95,83;100;77,78;77,78;H;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
60,86;77,27;44,44;71,97;77,27;66,67;97,5;92,86;100;100;44,44;66,67;H;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
85,4;86,36;77,78;75,53;72,73;83,33;97,5;92,86;100;100;100;66,67;D;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
81,19;81,82;72,22;83,13;81,82;77,78;100;100;100;100;100;100;D;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
88,56;95,45;83,33;84,62;90,91;83,33;97,5;100;100;83,33;77,78;66,67;D;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
88,28;95,45;77,78;93,51;90,91;94,44;100;100;100;100;88,89;100;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
88,33;100;66,67;90,18;90,91;94,44;97,92;100;95,83;100;100;77,78;D;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
98,33;100;100;89,62;90,91;83,33;97,5;100;100;83,33;88,89;100;D;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
77,37;88,64;61,11;77,9;86,36;61,11;92,5;78,57;100;100;77,78;88,89;D;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
